Ciudad,Nombre,Dirección,Latitud,Longitud
Portoviejo,TuTi Jipijapa Centro,"MC2C+CQX, Jipijapa",-1.3488896,-80.57801540000001
Portoviejo,TuTi Tosagua,"6Q68+CM8, 4º Transversal, Tosagua",-0.7889634999999999,-80.23329869999999
Portoviejo,Tuti 24 de Mayo,"PHCJ+7MF, Portoviejo",-1.2793437,-80.4184142
Portoviejo,Tuti San Pedro,"27GQ+885, Vía Interbarrial, Manta",-0.9743721,-80.71167229999999
Portoviejo,TuTi AV. GUAYAQUIL,"WHR4+WFV, Portoviejo",-1.057634,-80.4438656
Portoviejo,TuTi Municipal,"XGJM+RVP, Avenida Jose Maria Urbina, Portoviejo",-1.0179041,-80.4652938
Portoviejo,TuTi PORTOVIEJO LOS BOSQUES,"XG2J+655, Portoviejo",-1.0495283,-80.4695502
Portoviejo,TuTi EL PORVENIR,"27MP+FCM, Manta",-0.9662928,-80.71394509999999
Portoviejo,TuTi Charapotó,"5G75+VQC, Charapotó",-0.8353075999999999,-80.4905158
Portoviejo,TuTi MANTA COSTA AZUL,"28PG+P76, Manta",-0.9632602999999998,-80.6743872
Portoviejo,TuTi ALTAMIRA,"28H2+M6Q, Av. Las Acacias, Manta",-0.9707853999999999,-80.6993923
Portoviejo,Tuti,"27CH+6JH, Manta",-0.9794337,-80.7208946
Portoviejo,El Tuti,"3QCR+XQP, Junín",-0.9275228,-80.2080404
Portoviejo,Tuti Playita Mía,"372W+7XC, Manta",-0.9493185000000001,-80.7025996
Portoviejo,TuTi Ricaurte,"WGWW+7GW, Portoviejo",-1.054284,-80.4536937
Portoviejo,TuTi MONTECRISTI LA PRADERA,"2897+858, Manta",-0.9817005,-80.6870484
Machala,Tiendas Tuti,"Guayas 1433-1315, Machala",-3.2552852,-79.9566346
Machala,Tiendas Tuti | Santa Rosa,"G2WR+63X, Cristóbal Colón, Santa Rosa",-3.4543932,-79.9598062
Machala,TuTi | 6 Esquinas 2024,"P2JV+47W, Machala",-3.2696442,-79.95681130000001
Machala,TuTi | Arenillas,"CWVJ+MM7 y Rio Guayas, Av Raul Frias, Arenillas",-3.5558317,-80.0683574
Machala,TuTi | San-Patricio,"P3GF+7H9, Av. Ferroviaria, Machala",-3.2743435,-79.9255237
Machala,TuTi | Pasaje,"9 de Octubre &, Pasaje",-3.3267117,-79.8056574
Machala,TuTi | Rayito de Luz,"P3QC+XVW, Machala",-3.2606625,-79.92724129999999
Machala,TuTi | Huaquillas,"GQC6+2HX, Huaquillas",-3.4797377,-80.2384634
Machala,Tiendas Tuti Republica,"GQ9C+33G, Av. de la República, Huaquillas",-3.4823155,-80.2298096
Machala,TuTi | Marcel Laniado,"P2RX+HV7, Marcel Laniado, Machala",-3.2585676,-79.9503198
Machala,TUTI SANTA ROSA 2,"Los Helechos, Santa Rosa",-3.4468919,-79.9558887
Machala,TuTi | Juan Palomino,"P2GM+3VC, Av. Jose Borja Barrezueta, Machala",-3.2748221,-79.96535999999999
Machala,Tuti Ferroviaria #2,"P3J5+GWG, Av. Ferroviaria, Machala",-3.2686757,-79.9401523
Machala,TuTi | Balao,"35QM+QPM, Balao",-2.9116079,-79.8154757
Machala,Tuti Circ. Norte,"P3W4+QGR, Napoleon Mera, Machala",-3.2530033,-79.9437392
Machala,TuTi | Napoleón Mera,"P2PW+67X, Machala",-3.2644265,-79.9542932
Machala,Tienda TuTi - CastroBenítez,"P2FV+JPR, Av. Alejandro Castro Benites, Machala",-3.2757923,-79.9557686
Machala,TuTi | Parque Lineal,"P2QH+4C7, Avenida 11ava. Sur, Machala",-3.2622675,-79.9713148
Machala,Tienda TuTi El Guabo,"Q549+55M, El Guabo",-3.2445498,-79.8321282
Machala,Tiendas Tuti - Av. Luis Ángel Leon,"Av. Arizaga 130, Machala",-3.2695922,-79.9500036
Machala,Tuti Circunvalación sur,"P2MH+JVJ, Machala",-3.2659096,-79.9703632
Machala,Tuti | Empleados Municipales (Av. Las Palmeras),"P2MH+79Q, Avenida de Las Palmeras, Machala",-3.2667993,-79.9715076
Machala,Tuti-Guabo 2,"Q58F+WX6, El Guabo",-3.232715,-79.8251169
Machala,Tuti - Vía al Puerto,"P2W9+VWG, Machala",-3.2528013,-79.980171
Machala,TuTi | Brisas,"Av. Arizaga 130, Machala",-3.2695157,-79.95020040000001
Machala,Tuti‘s coffee,"889C+V32, Av. Ocho de Noviembre, Piñas",-3.6803327,-79.67984799999999
Machala,TuTi Pasaje 2,"M5CQ+WC3, Av. 9 de Mayo, Machala",-3.3277519,-79.8114291
Machala,TUTTI,"P2GV+R6R y Ceibos, Av. Colón Tinoco, Machala",-3.2728987,-79.9569681
Machala,Tuti - Bolivar,"P2WG+6F4, Machala",-3.2544793,-79.97384009999999
Machala,Tuti puerto bolivar,"070103, Machala",-3.2646081,-79.998166
Machala,Tuti Rayito de luz,"P3R9+JWM Rayito de luz, Machala",-3.2584137,-79.9302121
Machala,Supermaxi Machala,"Edf. Multiplaza, La Piazza, Av. 25 de Junio, Machala",-3.2710864,-79.94226479999999
Esmeraldas,Minimarket GD,"V4FX+4MF Malecón De La Playa, Atacames",0.8727973,-79.850811
Esmeraldas,Tía Tolita,"Vía Esmeraldas - Atacames, Parroquia Simón Plata Torres, Esmeraldas",0.9188360999999998,-79.6823871
Esmeraldas,Tuti's,"Av. Olmedo &, Esmeraldas",0.9652607999999998,-79.65328679999999
Esmeraldas,Tienda Itatí Janed,"X89X+68M, Esmeraldas",0.9680989999999999,-79.65169879999999
Esmeraldas,Super Akí,"y El Jardín, Av. Jaime Hurtado Gonzales",0.9332022,-79.67166519999999
Esmeraldas,Tía Esmeraldas Centro,"Av. Libertad, entre Rocafuerte 722, Esmeraldas",0.9680245,-79.6520975
Esmeraldas,Gran AKÍ Esmeraldas,"Pedro Vicente Maldonado, Esmeraldas",0.9765749,-79.6535148
Esmeraldas,Tía Esmeraldas Codesa,"Parroquia 5 de Agosto, Sector Mz. 09 solar 11-14, Esmeraldas",0.9325,-79.67171599999999
Esmeraldas,Tía Esmeraldas Colon,"Colón entre Salinas, y, Esmeraldas",0.9622449999999999,-79.653595
Esmeraldas,Tía Esmeraldas Parque Inf,"Av. Olmedo entre Mejia, y, Esmeraldas",0.9641131000000001,-79.6527419
Esmeraldas,Tonsupa,"V5MQ+HJQ, Vía Esmeraldas - Atacames, Tonsupa",0.8839711,-79.81088679999999
Santo Domingo,TuTi | Av. Quevedo,"Av. Quevedo Km3, Santo Domingo",-0.2679113,-79.1937969
Santo Domingo,TuTi LA ESPERANZA,"PGFJ+X38, Av. Esperanza, El Carmen",-0.275095,-79.4698033
Santo Domingo,TuTi | ABRAHAM CALAZACON,"Av. Abraham Calazacón &, Santo Domingo",-0.26327,-79.16584230000001
Santo Domingo,TuTi EL 34,"PGHX+3PF, Av. Chone, El Carmen",-0.272383,-79.450654
Santo Domingo,Tuti | Monseñor,"QR5J+V4R, Santo Domingo",-0.2402334,-79.1697228
Santo Domingo,TuTi | Plaza Hogar,"PRW3+4J6, Santo Domingo",-0.2546786,-79.1960215
Santo Domingo,TuTi | Puerto Quito,"4PCW+QHX, Av. 18 de Mayo, Puerto Quito",0.122002,-79.2534788
Santo Domingo,TuTi | Pedro Vicente Maldonado,"3WPX+VCP, Pedro Vicente Maldonado",0.0868094,-79.05115119999999
Santo Domingo,TuTi El Paraíso la 14,"CF6Q+H42, La Catorce",-0.5886057,-79.5122289
Santo Domingo,Tuti | La Lorena,"PRVW+8C2, Av. la Lorena, Santo Domingo",-0.2563656,-79.1541285
Santo Domingo,Tuti | Los Continentes,"Av. Abraham Calazacón &, Santo Domingo",-0.2515758,-79.16183219999999
Santo Domingo,Tuti | Troncal de la costa,"PQFW+4V2, Troncal de la Costa, Santo Domingo",-0.277317,-79.2029183
Santo Domingo,TuTi | 2 de Mayo,"Av. Patricio Romero 206, Santo Domingo",-0.2329729,-79.1814904
Santo Domingo,TuTi | AV. Chone,"PRW7+3FP, Santo Domingo",-0.2547819,-79.18629299999999
Santo Domingo,TuTi | Alluriquin,"M2G3+X75, E20, San José de Alluriquín",-0.3226234000000001,-78.9967633
Santo Domingo,Tienda Tuti Av El Proletariado,"PRP6+J79, Av. Quevedo, Santo Domingo",-0.2634574,-79.1892682
Santo Domingo,TuTi | San Miguel de los Bancos,"24F3+3W2, San Miguel de Los Bancos",0.0227204,-78.8951993
Santo Domingo,TuTi NUEVO ISRAEL,"QM43+9C3, Nuevo Israel",-0.2441147,-79.3464466
Santo Domingo,TuTi | Jacinto Cortez,"PRM8+7VH, AURELIO ESPINOZA, Via Bellavista, Santo Domingo",-0.2668237,-79.1827733
Santo Domingo,TuTi | La Unión,"4HMW+F42, E20, La Unión",0.1336984,-79.4047932
Santo Domingo,TuTi | La Concordia,"2J33+794, La Concordia",0.0031325,-79.39654469999999
Santo Domingo,TuTi | Indio Colorado,"PRWC+3V5, Av. Abraham Calazacón, Santo Domingo",-0.2548556,-79.17777060000002
Santo Domingo,Tuti Patricia Pilar,"CJHH+7R9, Patricia Pilar",-0.5718958,-79.3704278
Santo Domingo,Tuti,"PGRR+68, El Carmen",-0.2594375,-79.4591875
Santo Domingo,Santo Domingo De Los Tsáchilas,"PQFW+3Q2, via a, Quevedo",-0.2773688,-79.2031173
Riobamba,TuTi | Galería Plaza,"89W4+Q22, Girasoles, Riobamba",-1.6531349,-78.6448537
Riobamba,TuTi | 12 de noviembre,"Q95G+869, Av. Doce de Noviembre, Ambato",-1.2417198,-78.6243854
Riobamba,TuTi | Pinllo,"Q985+2VX, Calle Maugeri y Quiteño Libre, Ambato",-1.2348805,-78.6402808
Riobamba,TuTi | Guamote,"378R+6RV, Av Macas, Guamote",-1.9343678,-78.7077639
Riobamba,TuTi | Uniandes,"M9XW+QVP, Av Bolivariana, Ambato",-1.2998634,-78.60253999999999
Riobamba,TuTi | Alamos,"88VP+J73, Riobamba",-1.6559436,-78.6643423
Riobamba,Tuti | La Prensa,"88QP+4JG, Avenida La Prensa, Riobamba",-1.6621932,-78.6634163
Riobamba,TuTi | SAN FRANCISCO,"Sebastián de Benalcázar 2064-2234, Riobamba",-1.675618,-78.6472107
Riobamba,Tuti | La Prensa,"1°39'46.0""S 78°38'22.6""W Av. Alfonso Chavez, y, Riobamba",-1.6627549,-78.6397207
Riobamba,TuTi | Pucará,"89C7+C5Q, Ave Celso Rodriguez, Riobamba",-1.678907,-78.63701999999999
Riobamba,TuTi | Huachi Grande,"M9V7+785, Carr. Panamericana, Ambato",-1.3068845,-78.6366482
Riobamba,TuTi | IZAMBA,Av. Pedro Vásconez &,-1.2261139,-78.5869483
Riobamba,TuTi | Parroquia Atahualpa,"Q9JQ+HHR, Av. 22 de Enero, Ambato",-1.2186727,-78.61102369999999
Riobamba,TuTi | Villarroel,"88GW+QPV, Gaspar de Villarroel, Riobamba",-1.6730248,-78.6532059
Riobamba,TuTi | Mercado Oriental,"Eugenio Espejo 3396-3488, Riobamba",-1.6658562,-78.6432584
Riobamba,TuTi | Bypass,"983F+WQ7, Riobamba",-1.6452316,-78.6755879
Riobamba,TuTi | José Peralta,"P9F9+HJ2, José Peralta, Ambato",-1.2761062,-78.6309785
Riobamba,TuTi | Baños,"JH3G+QF8, Baños de Agua Santa",-1.3954454,-78.4238263
Riobamba,TuTi | Mercado Mayorista,"P9JP+F6Q, Av. El Cóndor, Ambato",-1.2687875,-78.61439060000001
Riobamba,"SAN MIGUEL ""Tu tienda favorita""","060102, Riobamba",-1.6745843,-78.63387949999999
Riobamba,TuTi | Guano,"Agustin Davalos &, Guano",-1.6065296,-78.646052
Riobamba,TuTi | 10 de Noviembre,"C. Pichincha 216, Guaranda",-1.595361,-79.0018729
Riobamba,TuTi | Espoch,"88QC+GJ5, Av. Pedro Vicente Maldonado, Riobamba",-1.6611762,-78.6783588
Riobamba,"TuTi | Cajabamba, Riobamba","76XH+4X4, Caja bamba",-1.7022375,-78.7700469
Riobamba,TuTi | Veloz,"88MV+VG3, Brasil, Riobamba",-1.6654538,-78.6561656
Riobamba,TuTi Av. El Rey,"Av. El Rey 119, Ambato",-1.237055,-78.6189818
Riobamba,TuTi | VASIJA_Riobamba,"89P6+V33, Juan de Velasco, Riobamba",-1.6628625,-78.6398281
Riobamba,TuTi | Santa Rosa,"Vía a Sta Rosa &, Santa Rosa",-1.2816544,-78.6625415
Riobamba,TuTi | Av Atahualpa,"Av Atahualpa, Ambato",-1.2571904,-78.63123449999999
Riobamba,TuTi | Ficoa,"20, Av. Rodrigo Pachano &, Ambato",-1.2372873,-78.63292860000001
Riobamba,De Todito,"887F+6FR, Quis Quis, Riobamba",-1.6868595,-78.67632019999999
Riobamba,TutiFicoa,"Q978+3RP, Av. Rodrigo Pachano, Ambato",-1.2372759,-78.6329279
Riobamba,TuTi | 1 de Mayo,"Lizardo Ruiz &, Ambato",-1.2354055,-78.6273779
Riobamba,TuTi | Plaza Roja Guaranda,"C. Azuay 701, Guaranda",-1.5909312,-79.000297
Riobamba,TuTi | Manuelita Sáez Ambato,"Manuelita Sáenz 359, Ambato",-1.2609602,-78.6397136
Riobamba,TuTi | Chasquis,"Av. los chásquis &, Ambato",-1.2601762,-78.6242383
Riobamba,TuTi | San Luis Riobamba,"8974+4HX Pana americana Macas, Riobamba",-1.6871368,-78.6435096
Riobamba,Tuti | AYAPAMBA,"Av. Pedro Vazcones, y",-1.2263049,-78.58697819999999
Riobamba,Entre Tu y Yo,"180103, Ambato",-1.2376755,-78.62531779999999
Riobamba,Guaranda,"CX4X+G7X, Guaranda",-1.5936153,-79.0016552
Riobamba,Vive 100 AMBATO DOS,"P9QH+QR7, Pablo Arenas, y Antepara, Ambato",-1.2605808,-78.6204624
Riobamba,TuTi | Media Luna,"88W4+25P, Troncal de la Sierra, Riobamba",-1.654903,-78.6945434
Riobamba,Gran Akí Riobamba,"Av. Celso Augusto Rodriguez, y, Riobamba",-1.6785202,-78.6380875
Riobamba,L' tití,"0129068006000, Ambato",-1.267645,-78.6258308
Riobamba,Titila Desserts & Details,"Av Edelberto Bonilla Oleas, Riobamba",-1.6718124,-78.63560749999999
Riobamba,Toty Boutique,"Mariano Eguez, Ambato",-1.2397189,-78.6270432
Ibarra,TuTi Ponceano Alto.,"Mariano Paredes 75-104, Quito",-0.0976262,-78.4806078
Ibarra,TuTi Ciudad Bicentenario,"WGJX+24F, Quito",-0.0699713,-78.4522538
Ibarra,TuTi | San Antonio,"Av Equinoccial 1055, Quito",-0.008054300000000002,-78.4476145
Ibarra,TuTi | Giovanni Calles,"WH24+PHG, Giovanni Calles Lascano, Quito",-0.09818349999999999,-78.4435646
Ibarra,TuTi | Pomasqui,"N 1-90, Quito",-0.0518554,-78.4564006
Ibarra,TuTi | La Roldós,"N85 &, Quito",-0.0847969,-78.5055361
Ibarra,TuTi San José de Morán,"WH76+GWC, Quito",-0.086171,-78.4377294
Ibarra,Tuti Pusuqui,"E28 5350, Quito",-0.07062109999999999,-78.4712169
Ibarra,TuTi Luz y Vida,"WHG8+335 Conjunto San José de Moran, Carlos Mantilla, Quito",-0.0748544,-78.43476009999999
Ibarra,TuTi | El Angel,"J3C6+M56, El Ángel",0.6216875,-77.9395625
Ibarra,TuTi Mercado Carapungo,"WH42+XFM, Galo Pl. Lasso, Quito",-0.09253349999999999,-78.4487973
Ibarra,Tuti LOS CEIBOS,"Av. El Retorno &, Ibarra",0.3352349,-78.1161253
Ibarra,TuTi | Los Olivos,"Dr. Plutarco Larrea 259-282, Ibarra",0.3632874,-78.1120148
Ibarra,TuTi Atuntaqui,"C. Gral. Enriquez &, Atuntaqui",0.3287266,-78.2160492
Ibarra,TuTi Marianitas,"WH6C+59G, Capitán Giovanni Calles, Quito",-0.0895874,-78.42911959999999
Ibarra,TuTi | Pío XII,"Pío XII 1730, Quito",-0.0634214,-78.4286535
Ibarra,TuTi Zabala,"WHCM+8P9, Quito",-0.079162,-78.41566689999999
Ibarra,TuTi | Urcuqui,"CR5H+6M3, Urcuqui",0.4173604,-78.1945997
Ibarra,TuTi | Cotacachi,"Av. Modesto Peñaherrera 1246, Cotacachi",0.3003343,-78.26398809999999
Ibarra,TuTi | Cayambe.,"Restauración 5154, Cayambe",0.0406101,-78.1446436
Ibarra,TuTi | Ibarra Mercado Mayorista,"Av. 13 de Abril 23-71, Ibarra",0.3623399,-78.1223856
Ibarra,TuTi | Julio Andrade,"M76J+JHF, Quito",0.661354,-77.7188422
Ibarra,TuTi | San Gabriel,"H5V9+P4P, San Gabriel",0.5942957999999999,-77.8321519
Ibarra,TuTi | La Victoria,"8VWR+VXP, Ibarra",0.3452472,-78.1096816
Ibarra,TuTi | Otavalo Centro,"C. Vicente Ramon Roca 1002-1070, Otavalo",0.228796,-78.26029079999999
Ibarra,TuTi | El Ejido,"Av. Mariano Acosta, Ibarra",0.3457517,-78.1373443
Ibarra,TuTi | Plaza Napoles,"3V44+8G6, Cayambe",0.0561185,-78.1433172
Ibarra,TuTi | Pimampiro,"93Q5+WWR, Pimampiro",0.3898205,-77.94036349999999
Ibarra,TuTi | Ibarra Juan De Velasco,"Juan de Velasco 714-800, Ibarra",0.348028,-78.1192615
Ibarra,TuTi | Jaime Roldos Quito,"WF8V+3QF, Quito",-0.08484549999999999,-78.5054175
Ibarra,TuTi | Otavalo Abdon Calderon,"Abdon Calderon 208, Otavalo",0.2259195,-78.26190340000001
Ibarra,TuTi | Guayllabamba,"Av. Libertador Simón Bolívar 1303-1279, Quito",-0.0574759,-78.3452089
Ibarra,TuTi | Plaza Viva,"9 de Agosto, Quito",-0.0997021,-78.4223122
Ibarra,TuTi | Mercado Santo Domingo,"9V4H+9W6, Ibarra",0.355987,-78.12017569999999
Ibarra,TUTI SAN ANTONIO DE IBARRA,"8RPH+7R4, San Antonio de Ibarra",0.3356375,-78.1704219
Ibarra,TuTi | Divino niño,"8VPC+CJ3, Ibarra",0.3361515,-78.12842429999999
Ibarra,TuTi | Laguna Mall,"Av. Mariano Acosta 1571, Ibarra",0.3481426,-78.1275522
Ibarra,Tuti Yacucalle,"8VRH+XFH, Av. Teodoro Goméz de la Torre, Ibarra",0.342431,-78.12125189999999
Ibarra,TuTi Tabacundo,"Calle Velasco Ibarra 0.046926, 78 214582, Tabacundo",0.046992,-78.21457939999999
Ibarra,Tiendas Tuti,"WHG8+966, Carlos Mantilla, Quito",-0.0740716,-78.4345103
Ibarra,TuTi | Otavalo Centro,"9V6G+428, Otavalo, Ibarra",0.360303,-78.12493239999999
Ibarra,TuTi San Blas,"Av. 13 de Abril 2339-2371, Ibarra",0.3623751,-78.1223466
Ibarra,Tutti Mitad del Mundo,"XHR3+V2C, Av Equinoccial, Quito",-0.0078128,-78.4474718
Ibarra,Tía Cayambe,"Rocafuerte entre Bolivar y Libertad, Cayambe",0.041989,-78.143093
Ibarra,Supermercado Mega Ahorro,"Geovanny calles, Y N1-156, Quito",-0.0886208,-78.4267118
Ibarra,TuTi | Juncal,"Carr. Panamericana, Troncal de la Sierra E35, El Juncal",0.4350984,-77.9679752
Tulcán,TuTi | El Angel,"J3C6+M56, El Ángel",0.6216875,-77.9395625
Tulcán,TuTi | Los Olivos,"Dr. Plutarco Larrea 259-282, Ibarra",0.3632874,-78.1120148
Tulcán,TuTi | San Gabriel,"H5V9+P4P, San Gabriel",0.5942957999999999,-77.8321519
Tulcán,TuTi | Ibarra Mercado Mayorista,"Av. 13 de Abril 23-71, Ibarra",0.3623399,-78.1223856
Tulcán,TuTi | Julio Andrade,"M76J+JHF, Quito",0.661354,-77.7188422
Tulcán,TuTi | Pimampiro,"93Q5+WWR, Pimampiro",0.3898205,-77.94036349999999
Tulcán,TuTi | Otavalo Centro,"9V6G+428, Otavalo, Ibarra",0.360303,-78.12493239999999
Tulcán,TuTi San Blas,"Av. 13 de Abril 2339-2371, Ibarra",0.3623751,-78.1223466
Tulcán,TuTi | Tulcan Norte,"R7CR+8PG, Tulcán",0.8207576999999999,-77.7081165
Tulcán,TuTi | Juncal,"Carr. Panamericana, Troncal de la Sierra E35, El Juncal",0.4350984,-77.9679752
Tulcán,Tulcanfashion,"R76H+4FJ, Av. Bolívar, Tulcán",0.8103521,-77.7213663
Latacunga,TuTi | Salcedo,"XC56+3H2, Vicente León, Salcedo",-1.0423597,-78.5886567
Latacunga,Tuti | San Felipe,Av. Simón Rodríguez,-0.9295977000000001,-78.6293036
Latacunga,TuTi | Pinllo,"Q985+2VX, Calle Maugeri y Quiteño Libre, Ambato",-1.2348805,-78.6402808
Latacunga,TuTi | Saquisilí,"586M+J57, Saquisilí",-0.8386881,-78.6668254
Latacunga,Tuti | PujilÍ,"28V3+W8P, Pujilí",-0.9552170000000001,-78.6966726
Latacunga,TuTi | 12 de noviembre,"Q95G+869, Av. Doce de Noviembre, Ambato",-1.2417198,-78.6243854
Latacunga,TuTi | Uniandes,"M9XW+QVP, Av Bolivariana, Ambato",-1.2998634,-78.60253999999999
Latacunga,TuTi | Huachi Grande,"M9V7+785, Carr. Panamericana, Ambato",-1.3068845,-78.6366482
Latacunga,TuTi | IZAMBA,Av. Pedro Vásconez &,-1.2261139,-78.5869483
Latacunga,TuTi l San Buenaventura,Av. Miguel Iturralde 350,-0.8839572,-78.6151896
Latacunga,TuTi | Machachi,"FCPM+M35, Machachi",-0.5133771,-78.5672685
Latacunga,TuTi | José Peralta,"P9F9+HJ2, José Peralta, Ambato",-1.2761062,-78.6309785
Latacunga,Tuti I Quijano y Ordóñez,Quijano y Ordoñez &,-0.9379094,-78.612808
Latacunga,TuTi | Mercado Mayorista,"P9JP+F6Q, Av. El Cóndor, Ambato",-1.2687875,-78.61439060000001
Latacunga,TuTi | Parroquia Atahualpa,"Q9JQ+HHR, Av. 22 de Enero, Ambato",-1.2186727,-78.61102369999999
Latacunga,TuTi Pillaro,"Av.Antonio Clavijo &, Píllaro",-1.1758455,-78.5420437
Latacunga,Tía Pujili,"Av. Velasco Ibarra entre Pichincha, y, Pujilí",-0.953948,-78.69657
Latacunga,TuTi Av. El Rey,"Av. El Rey 119, Ambato",-1.237055,-78.6189818
Latacunga,TuTi | Av Atahualpa,"Av Atahualpa, Ambato",-1.2571904,-78.63123449999999
Latacunga,TuTi | Santa Rosa,"Vía a Sta Rosa &, Santa Rosa",-1.2816544,-78.6625415
Latacunga,TuTi | El Salto - Latacunga,Calle Calixto Pino &,-0.9293643,-78.6174405
Latacunga,TuTi | Ficoa,"20, Av. Rodrigo Pachano &, Ambato",-1.2372873,-78.63292860000001
Latacunga,TutiFicoa,"Q978+3RP, Av. Rodrigo Pachano, Ambato",-1.2372759,-78.6329279
Latacunga,TuTi | 1 de Mayo,"Lizardo Ruiz &, Ambato",-1.2354055,-78.6273779
Latacunga,TuTi | Parque Industrial,"RC44+RH9, Ambato",-1.192921,-78.59367309999999
Latacunga,TuTi | Manuelita Sáez Ambato,"Manuelita Sáenz 359, Ambato",-1.2609602,-78.6397136
Latacunga,TuTi | Chasquis,"Av. los chásquis &, Ambato",-1.2601762,-78.6242383
Latacunga,Tuti | AYAPAMBA,"Av. Pedro Vazcones, y",-1.2263049,-78.58697819999999
Latacunga,Entre Tu y Yo,"180103, Ambato",-1.2376755,-78.62531779999999
Latacunga,Tía Latacunga,"Felix Valencia, y, Latacunga",-0.93014,-78.61712899999999
Latacunga,Mr Sorvetto heladería en Latacunga,"Calle Quito y, C. Guayaquil, Latacunga",-0.9324175,-78.6157132
Latacunga,Bodega TUTI( Machachi ),"GC6P+C3V, Machachi",-0.4888832,-78.56481509999999
Latacunga,Vive 100 AMBATO DOS,"P9QH+QR7, Pablo Arenas, y Antepara, Ambato",-1.2605808,-78.6204624
Latacunga,CEDI Machachi Tiendas Tuti,"GC3M+23X, El Obraje, Machachi",-0.4973761,-78.56726859999999
Latacunga,L' tití,"0129068006000, Ambato",-1.267645,-78.6258308
Babahoyo,TuTi | 4 de Noviembre,"Tungurahua 3715, Guayaquil",-2.2113821,-79.9036588
Babahoyo,TUTI KENNEDY NORTE,"Maria Piedad Castillo de Levi, Guayaquil",-2.1541973,-79.90213949999999
Babahoyo,TuTi | Samanes 6,"CALLE 20C NE-HNO. ROBERTO COSTA PRATS 102, Guayaquil",-2.1107816,-79.9046595
Babahoyo,Tuti Urdesa Central,"Av. Pdte. Juan de Dios Martínez Mera 308, Guayaquil",-2.1683399,-79.9077245
Babahoyo,TuTi | VÍCTOR EMILIO,"Victor Emilio Estrada 1219, Guayaquil",-2.1615433,-79.9166805
Babahoyo,Supermercado TUTI,"V36X+C35, Demetrio Aguilera Malta, Guayaquil",-2.1389844,-79.90226659999999
Babahoyo,TuTi | Rosendo Avilés,"Rosendo Avilés T., Guayaquil",-2.2073793,-79.9273345
Babahoyo,TuTi | Guayacanes,"V4J4+7Q2, TuTi, Guayacanes District, Provincia Libre de Guayaquil, 3er Callejon 20 NE, Guayaquil",-2.1193533,-79.8931181
Babahoyo,TuTi | La Atarazana,"R4C7+V39, Av. 2 N-E- De La Democracia, Guayaquil",-2.1778484,-79.88727279999999
Babahoyo,TuTi | 10 de Agosto,"R443+WMR, Blvd. 9 de Octubre, Guayaquil",-2.1926406,-79.89587259999999
Babahoyo,TuTi - Villa España,"W39M+X75, Guayaquil",-2.0800419,-79.9167851
Babahoyo,TuTi | Bastión Popular - Bloque 2,"W34C+FMF, Guayaquil",-2.0938468,-79.9283342
Babahoyo,TuTi | Limonal,"Autop. Narcisa de Jesús Solar 11, Guayaquil",-2.1347851,-79.88111479999999
Babahoyo,TuTi | Garzota,"V445+8HJ, Guayaquil",-2.1441508,-79.8911079
Babahoyo,TuTi | Plaza Dañin,"6º Pasaje 9 NO 520, Guayaquil",-2.1717346,-79.8964335
Babahoyo,TuTi | Los Ríos,"Q4X2+HR7, Guayaquil",-2.2010783,-79.8979409
Babahoyo,TuTi | Urbasur,"2, Los Tulipanes Guasmo Sur",-2.2434375,-79.8867428
Babahoyo,TuTi | Portete,"Porrete 2817, Guayaquil",-2.2050697,-79.9043212
Babahoyo,TuTi | Vergeles,"W36W+498, Guayaquil",-2.089411,-79.9040189
Babahoyo,Tuti bellavista,"R38Q+C27, Jose Maria Velasco Ibarra, Guayaquil",-2.1839626,-79.9124688
Babahoyo,TuTi | Gomez Rendón,"R34G+6GG, Guayaquil",-2.1944474,-79.9236629
Babahoyo,TuTi | Mapasingue Oeste,"R3X8+5XR, Guayaquil",-2.1520141,-79.9326225
Babahoyo,TuTi | Federico Goding,"Federico Godín 2414, Guayaquil",-2.2117421,-79.91229059999999
Babahoyo,TuTi | Colón y Teniente,"Colon &, Guayaquil",-2.1925673,-79.90460999999999
Babahoyo,TuTi | 1ro de Mayo,"Calle 2 NO 426, Guayaquil",-2.1879907,-79.8908391
Babahoyo,TuTi | Barrio Centenario,"Q4J6+78V, Rosa Borja de Ycaza, Guayaquil",-2.2192602,-79.8892025
Babahoyo,TuTi | Urdenor 2,"Av. Rodrigo Chavez, Guayaquil",-2.1496049,-79.90554879999999
Babahoyo,TuTi | Ciudadela Bolivariana,"1A, Bolivariana",-2.1836455,-79.8952771
Babahoyo,TuTi | Sauces 8,"V3FX+7RJ, Guayaquil",-2.1267875,-79.9004844
Babahoyo,TuTi | Sauces 4,"Teodoro Alvarado Oleas, Guayaquil, y",-2.1283432,-79.8845089
Babahoyo,TuTi | Entre Ríos,"V43P+F5J, Samborondón",-2.1462952,-79.86455289999999
Babahoyo,TuTi | Isidro Ayora,"V483+9VC, Av Isidro Ayora, Guayaquil",-2.1340711,-79.89536009999999
Babahoyo,TuTi | Portete y la 35,"Portete de Tarqui 6016, Guayaquil",-2.1979928,-79.9301795
Babahoyo,TUTI Fragata,"Q34R+XM8, Guayaquil",-2.2426107,-79.9082827
Babahoyo,TuTi | Guangala,"Q3FV+PMF, Guayaquil",-2.2256754,-79.90581449999999
